puesto_trabajo,nombre_empresa,pais,region_estado,salario_minimo,salario_maximo,moneda_salario,periodo_salario,tipo_contrato,categoria,plataforma_origen,tipo_fuente_datos,enlace_oferta
Admisionista Ambulatoria /  Atención al cliente.,JOCKEY SALUD,Perú,"Surco, Lima",1250.0,1250.0,PEN,Mensual,,Recepcionista Atención Clientes,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-admisionista-ambulatoria--atencion-al-cliente-en-surco-E6953705836BAC1361373E686DCF3405#lc=ListOffers-Score3-15
"Asistente Administrativo/Atención al cliente S/. 1,400 Empresa Cold 96",GRUPO DISEDA S.A.C.,Perú,"Villa El Salvador, Lima",1400.0,1400.0,PEN,Mensual,,Recepcionista Atención Clientes,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-administrativoatencion-al-cliente-s-1400-empresa-cold-96-en-villa-el-salvador-56D3C888D4B51E2D61373E686DCF3405#lc=ListOffers-Score3-3
Atencion al Cliente 1400,GRUPO JBA,Perú,"Carabayllo, Lima",1400.0,1400.0,PEN,Mensual,,Recepcionista Atención Clientes,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-atencion-al-cliente-1400-con-exp-en-el-rubro-de-telecounicaciones-en-carabayllo-39571D2E3FB86D9E61373E686DCF3405#lc=ListOffers-Score3-10
Atención al cliente y ventas Cusco,Aadaru,Perú,"Cusco, Cusco",1130.0,1130.0,PEN,Mensual,,Recepcionista Atención Clientes,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-atencion-al-cliente-y-ventas-cusco-en-cusco-2AB01D76F48DBFF661373E686DCF3405#lc=ListOffers-Score3-2
Recepcionista atención a clientes,CIRCUITO VIAL LIMA NORTE,Perú,"Lince, Lima",1200.0,1200.0,PEN,Mensual,,Recepcionista Atención Clientes,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-recepcionista-atencion-a-clientes-con-1-ano-de-experiencia-en-lince-8F8CC5E117FA78A061373E686DCF3405#lc=ListOffers-Score3-0
Atención al Cliente para Banco Basico 1246 Centro de Lima Presencial,Konecta,Perú,"Lima, Lima",1246.0,1246.0,PEN,Mensual,,Recepcionista Atención Clientes,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-atencion-al-cliente-para-banco-basico-1246-centro-de-lima-presencial-nosotros-te-capacitamos-y-pagamos-por-cada-dia-de-capa-asistido-te-pagamos-en-lima-1F98F80740E208F661373E686DCF3405#lc=ListOffers-Score3-14
Atención al Cliente,PIERO'S PASTELERIA FINA,Perú,"Lince, Lima",1300.0,1300.0,PEN,Mensual,,Recepcionista Atención Clientes,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-atencion-al-cliente-con-experiencia-en-lince-CAFA94761AD2A7BB61373E686DCF3405#lc=ListOffers-Score3-13
Ejecutiva de Atención al Cliente,ARTHRO MEDS SPORT S.A.C.,Perú,"Lince, Lima",1500.0,1500.0,PEN,Mensual,,Recepcionista Atención Clientes,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ejecutiva-de-atencion-al-cliente-admision-en-lince-75EF102FF8E9253061373E686DCF3405#lc=ListOffers-Score3-8
Atención al cliente Multifuncional / Maria Almenara.,Maria Almenara SAC,Perú,"Lima, Lima",1200.0,1200.0,PEN,Mensual,,Recepcionista Atención Clientes,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-atencion-al-cliente-multifuncional-maria-almenara-sede-surco-san-isidro-y-la-molina-en-lima-8386673D9516C2FD61373E686DCF3405#lc=ListOffers-Score3-15
Tiendas Tambo San Bartolo y Punta Hermosa / Atención al Cliente Multifuncional,Tiendas Tambo,Perú,"San Bartolo, Lima",1025.0,1025.0,PEN,Mensual,,Recepcionista Atención Clientes,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-tiendas-tambo-san-bartolo-y-punta-hermosa-atencion-al-cliente-multifuncional-full-y-part-time-en-san-bartolo-22886EEC2D99959761373E686DCF3405#lc=ListOffers-Score3-2
Atencion al Cliente /  Remoto / Excel,S.G NATCLAR SAC,Perú,"San Isidro, Lima",1130.0,1130.0,PEN,Mensual,,Recepcionista Atención Clientes,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-atencion-al-cliente--remoto-excel-en-san-isidro-9011F2CD433F304261373E686DCF3405#lc=ListOffers-Score0-8
Ejecutivo de Atención al Cliente Digital / Marca LG (Híbrido),Salesland Pacífico,Perú,"San Isidro, Lima",1500.0,1500.0,PEN,Mensual,Presencial y remoto,Recepcionista Atención Clientes,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ejecutivo-de-atencion-al-cliente-digital-marca-lg-hibrido-en-san-isidro-F90071F1E3401FA661373E686DCF3405#lc=ListOffers-Score3-9
Ejecutiva atención al cliente y Ejecutiva de ventas  Hotel Vertical Sky Suites SAC,CORPORACION COVER SERVICES E.I.R.L.,Perú,"Lima, Lima",2000.0,2000.0,PEN,Mensual,,Recepcionista Atención Clientes,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ejecutiva-atencion-al-cliente-y-ejecutiva-de-ventas-hotel-vertical-sky-suites-sac-turno-completo-en-lima-31CECD2B40350FE561373E686DCF3405#lc=ListOffers-Score3-17
Asesor de atención al cliente Inmobiliaria Aybar Descaso Fijo Domingo / Sede Surco,Atento Perú,Perú,"Surco, Lima",1130.0,1130.0,PEN,Mensual,,Recepcionista Atención Clientes,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-de-atencion-al-cliente-inmobiliaria-aybar-descaso-fijo-domingo-sede-surco-en-surco-5199EE97B54AB65B61373E686DCF3405#lc=ListOffers-Score3-8
Movistar Benavides buscamos Asesor/a de Atención al Cliente y Ventas,Aadaru,Perú,"Surco, Lima",1130.0,1130.0,PEN,Mensual,,Recepcionista Atención Clientes,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-movistar-benavides-buscamos-asesora-de-atencion-al-cliente-y-ventas-en-surco-CE23F702DF77C84461373E686DCF3405#lc=ListOffers-Score3-7
agente de atención al cliente Turno Mañana c/s Experiencia,CONETWORK,Perú,"San Juan De Miraflores, Lima",1400.0,1400.0,PEN,Mensual,,Recepcionista Atención Clientes,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-agente-de-atencion-al-cliente-turno-manana-cs-experiencia-sueldo-fijo-1500-lunes-a-viernes-en-san-juan-de-miraflores-8EEF1A33165FBD8061373E686DCF3405#lc=ListOffers-Score3-14
Caja Ventas y Atención al Cliente Ate,GPC Perú,Perú,"Lima, Lima",1200.0,1200.0,PEN,Mensual,,Recepcionista Atención Clientes,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-caja-ventas-y-atencion-al-cliente-ate-en-lima-2763EFB1463BF76C61373E686DCF3405#lc=ListOffers-Score3-6
Analista de Datos en Atención al Cliente (Área de Marketing),Dreams Corporation SAC,Perú,"Miraflores, Lima",2315.0,2315.0,PEN,Mensual,,Recepcionista Atención Clientes,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-datos-en-atencion-al-cliente-area-de-marketing-en-miraflores-276546D8BCD3980261373E686DCF3405#lc=ListOffers-Score4-18
Analista de Datos en Atención al Cliente (Área de Marketing),Dreams Corporation SAC,Perú,"Miraflores, Lima",2315.0,2315.0,PEN,Mensual,,Recepcionista Atención Clientes,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-datos-en-atencion-al-cliente-area-de-marketing-en-miraflores-276546D8BCD3980261373E686DCF3405#lc=ListOffers-Score3-12
Soporte Atención al cliente,ARIGROUP S.A.C,Perú,"Lima, Lima",1500.0,1500.0,PEN,Mensual,,Recepcionista Atención Clientes,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-soporte-atencion-al-cliente-modalidad-presencial-en-lima-0295636415FC6FEC61373E686DCF3405#lc=ListOffers-Score3-6
Orientador de Atención al Cliente,ICPNA,Perú,"Miraflores, Lima",600.0,600.0,PEN,Mensual,,Recepcionista Atención Clientes,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-orientador-de-atencion-al-cliente-en-miraflores-CB7D45D8DEABC0A161373E686DCF3405#lc=ListOffers-Score0-4
Atención al cliente y ventas Mall de Comas,Aadaru,Perú,"Comas, Lima",1130.0,1130.0,PEN,Mensual,,Recepcionista Atención Clientes,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-atencion-al-cliente-y-ventas-mall-de-comas-en-comas-A5FFADDF634F249361373E686DCF3405#lc=ListOffers-Score3-15
Asesor(a) de Admisión / Atención al Cliente,INTEGRAMEDICA PERU,Perú,"San Isidro, Lima",1400.0,1400.0,PEN,Mensual,,Recepcionista Atención Clientes,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesora-de-admision-atencion-al-cliente-sector-salud-san-isidro-experiencia-en-siteds-en-san-isidro-1AA6C2D0FBA29D9E61373E686DCF3405#lc=ListOffers-Score3-15
Teleoperador  Atención al Cliente,LIBRERIAS CRISOL S.A.C.,Perú,"Jesus Maria, Lima",1130.0,1130.0,PEN,Mensual,,Recepcionista Atención Clientes,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-teleoperador-atencion-al-cliente-en-jesus-maria-8AD22CAB1638F01761373E686DCF3405#lc=ListOffers-Score3-14
Atencion al Cliente,Dolce Delizia EIRL,Perú,"Chorrillos, Lima",1130.0,1130.0,PEN,Mensual,,Recepcionista Atención Clientes,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-atencion-al-cliente-turno-dia-y-tarde-con-experiencia-en-chorrillos-AC8770F34A91336B61373E686DCF3405#lc=ListOffers-Score3-7
Líder de Experiencia al Cliente,Bitel,Perú,"Lima, Lima",3000.0,3000.0,PEN,Mensual,,Recepcionista Atención Clientes,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-lider-de-experiencia-al-cliente-en-lima-0DECD057E375B64861373E686DCF3405#lc=ListOffers-Score3-16
Solo de Lunes a Viernes Atención al cliente No ventas Con o Sin Experiencia,Konecta,Perú,"Lima, Lima",1130.0,1130.0,PEN,Mensual,,Recepcionista Atención Clientes,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-solo-de-lunes-a-viernes-atencion-al-cliente-no-ventas-con-o-sin-experiencia-presencial-centro-de-lima-centro-de-lima-en-lima-64747258C7AA9B6561373E686DCF3405#lc=ListOffers-Score3-9
Asesor/a de atención al cliente,I.E.S.T. PAUL MULLER,Perú,"Lima, Lima",1500.0,1500.0,PEN,Mensual,,Recepcionista Atención Clientes,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesora-de-atencion-al-cliente-tardenoche-en-lima-E43DCC4A6D98A3CA61373E686DCF3405#lc=ListOffers-Score0-7
Atención al Cliente en Ferretería,MULTISERVICIOS FERROVELOZ EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,Perú,"Huanuco, Huanuco",1130.0,1130.0,PEN,Mensual,,Recepcionista Atención Clientes,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-atencion-al-cliente-en-ferreteria-en-huanuco-1AACE584565E56A661373E686DCF3405#lc=ListOffers-Score3-8
Atención al cliente/ Ventas/Pedregal,Estilos S.R.L.,Perú,"Majes, Arequipa",1130.0,1130.0,PEN,Mensual,,Recepcionista Atención Clientes,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-atencion-al-cliente-ventaspedregal-en-majes-BF2293E0363934F861373E686DCF3405#lc=ListOffers-Score3-0
Atención al cliente/Promotor de servicios s/1700 planilla. Lima,Andrick Consultores,Perú,"Lima, Lima",1600.0,1600.0,PEN,Mensual,,Recepcionista Atención Clientes,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-atencion-al-clientepromotor-de-servicios-s1700-planilla-lima-horario-fijo-trabajo-inmediato-en-lima-8EACBBD455D9503761373E686DCF3405#lc=ListOffers-Score3-2
Atención al cliente,CEPAL INTERNATIONAL,Perú,"Lima, Lima",1400.0,1400.0,PEN,Mensual,,Recepcionista Atención Clientes,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-atencion-al-cliente-en-lima-2F31911C10561C2061373E686DCF3405#lc=ListOffers-Score3-3
Buscamos Asesor/a de Atención al Cliente y Ventas,Aadaru,Perú,"San Juan De Miraflores, Lima",1130.0,1130.0,PEN,Mensual,,Recepcionista Atención Clientes,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-buscamos-asesora-de-atencion-al-cliente-y-ventas-en-san-juan-de-miraflores-D2747937FBD9580361373E686DCF3405#lc=ListOffers-Score3-19
Atención al cliente,YIZZI AGENCY SAC,Perú,"Los Olivos, Lima",1100.0,1100.0,PEN,Mensual,Presencial y remoto,Recepcionista Atención Clientes,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-atencion-al-cliente-call-center-en-los-olivos-00E38BA99270045D61373E686DCF3405#lc=ListOffers-Score3-7
Auxiliar Administrativo(a) de Atención al Cliente,KING TECH CORPORATION SAC,Perú,"Lince, Lima",1400.0,1400.0,PEN,Mensual,,Recepcionista Atención Clientes,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-administrativoa-de-atencion-al-cliente-con-experiencia-en-lince-14B5B19CA27B2F0461373E686DCF3405#lc=ListOffers-Score3-9
Agente de atención al cliente,,Perú,"Lima, Lima",2000.0,2000.0,PEN,Mensual,,Recepcionista Atención Clientes,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-agente-de-atencion-al-cliente-horario-rotativo-en-lima-5FDB367F477854AE61373E686DCF3405#lc=ListOffers-Score3-19
Trabaja en Lima Sur / Tiendas Tambo / Atención al cliente y caja,Tiendas Tambo,Perú,"San Juan De Miraflores, Lima",1025.0,1025.0,PEN,Mensual,,Recepcionista Atención Clientes,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-trabaja-en-lima-sur-tiendas-tambo-atencion-al-cliente-y-caja-surco-surquillo-san-borja-miraflores-chorrillos-y-barranco-en-san-juan-de-miraflores-5FC415530F250A2361373E686DCF3405#lc=ListOffers-Score3-3
Ejecutivo de Servicio Al Cliente,A & V LOGISTICA GLOBAL Y SOLUCIONES S.A.C,Perú,"Callao, Callao",3498.0,3498.0,PEN,Mensual,,Recepcionista Atención Clientes,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ejecutivo-de-servicio-al-cliente-sectorista-de-aduanas-en-callao-C0B4654C60BF32BA61373E686DCF3405#lc=ListOffers-Score3-7
Asesora de Atención al Cliente,OSTEO PERU,Perú,"Lima, Lima",1500.0,1500.0,PEN,Mensual,,Recepcionista Atención Clientes,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asesora-de-atencion-al-cliente-rubro-salud-en-lima-5F0516FF63EEF98661373E686DCF3405#lc=ListOffers-Score3-11
Asistente de Atención al Cliente,PRESTAMYPE,Perú,"Miraflores, Lima",1300.0,1300.0,PEN,Mensual,Presencial y remoto,Recepcionista Atención Clientes,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-de-atencion-al-cliente-en-miraflores-0E122A808BB6998561373E686DCF3405#lc=ListOffers-Score3-14
Atencion al cliente y cocina,URI RAMEN,Perú,"Independencia, Lima",1200.0,1200.0,PEN,Mensual,,Recepcionista Atención Clientes,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-atencion-al-cliente-y-cocina-full-time-en-independencia-en-independencia-62DA9969D46D14E861373E686DCF3405#lc=ListOffers-Score3-8
Ejecutivo de atención al cliente,Reclutapro Pandapé,Perú,"San Isidro, Lima",500.0,500.0,PEN,Mensual,,Recepcionista Atención Clientes,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-ejecutivo-de-atencion-al-cliente-en-san-isidro-7AE3F9EB3BFC3C4F61373E686DCF3405#lc=ListOffers-Score3-14
#Remoto!!! #NO Ventas! Atención al Cliente! Asesores con o sin Experiencia! Planilla Completa,Grupo Expro,Perú,"Lince, Lima",1130.0,1130.0,PEN,Mensual,,Recepcionista Atención Clientes,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-remoto-no-ventas-atencion-al-cliente-asesores-con-o-sin-experiencia-planilla-completa-postula-ahora-js-en-lince-99B51F5E762F65C161373E686DCF3405#lc=ListOffers-Score0-2
#Remoto!!! #NO Ventas! Atención al Cliente! Asesores con o sin Experiencia! Planilla Completa,Grupo Expro,Perú,"Lince, Lima",1130.0,1130.0,PEN,Mensual,,Recepcionista Atención Clientes,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-remoto-no-ventas-atencion-al-cliente-asesores-con-o-sin-experiencia-planilla-completa-postula-ahora-js-en-lince-99B51F5E762F65C161373E686DCF3405#lc=ListOffers-Score0-12
Atención al Cliente para Banco Basico 1246 Centro de Lima Presencial,Konecta,Perú,"Lima, Lima",1246.0,1246.0,PEN,Mensual,,Recepcionista Atención Clientes,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-atencion-al-cliente-para-banco-basico-1246-centro-de-lima-presencial-nosotros-te-capacitamos-y-pagamos-por-cada-dia-de-capa-asistido-te-pagamos-en-lima-A1BF6D0748EC4CF261373E686DCF3405#lc=ListOffers-Score3-7
Urgente!! Técnicos en Farmacia para Ate!,Grupo Intercorp,Perú,"Ate, Lima",1150.0,1150.0,PEN,Mensual,,Urgente Analista Costos,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-urgente-tecnicos-en-farmacia-para-ate-en-ate-4AC8A6E54EA03E7B61373E686DCF3405#lc=ListOffers-Score3-19
Técnica(o)s de Farmacia para el Rimac,Grupo Intercorp,Perú,"Rimac, Lima",1150.0,1150.0,PEN,Mensual,,Urgente Analista Costos,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-tecnicaos-de-farmacia-para-el-rimac-en-rimac-8EEDD1291B6EEBD561373E686DCF3405#lc=ListOffers-Score3-11
Urgente!! Encuestador de Ruta/ Lima,Adecco Perú S.A.,Perú,"San Juan De Miraflores, Lima",1300.0,1300.0,PEN,Mensual,,Urgente Analista Costos,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-urgente-encuestador-de-ruta-lima-horarios-rotativos-en-san-juan-de-miraflores-77F7AAB694484E9061373E686DCF3405#lc=ListOffers-Score3-2
Técnica de Enfermería,Clinicas San Bernardo,Perú,"Pueblo Libre, Lima",1500.0,1500.0,PEN,Mensual,,Urgente Analista Costos,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-tecnica-de-enfermeria-con-experiencia-en-pueblo-libre-7E6D2E524E7636B561373E686DCF3405#lc=ListOffers-Score3-15
Urgente!! Técnicos en Farmacia / Agustino,Grupo Intercorp,Perú,"Rimac, Lima",1150.0,1150.0,PEN,Mensual,,Urgente Analista Costos,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-urgente-tecnicos-en-farmacia-agustino-en-rimac-D10991F7C67767AE61373E686DCF3405#lc=ListOffers-Score3-8
Coop. America disponibilidad inmediata: Técnica(o)s en Farmacia,Grupo Intercorp,Perú,"Santiago De Surco, Lima",1150.0,1150.0,PEN,Mensual,,Urgente Analista Costos,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-coop-america-disponibilidad-inmediata-tecnicaos-en-farmacia-en-santiago-de-surco-5611CCD73DADD44F61373E686DCF3405#lc=ListOffers-Score3-12
Admisionista y Caja cliente Mapfre sede Surco Urgente,TALENTOS Y SOLUCIONES EMPRESARIALES S.A.C.,Perú,"San Isidro, Lima",1399.0,1399.0,PEN,Mensual,,Urgente Analista Costos,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-admisionista-y-caja-cliente-mapfre-sede-surco-urgente-en-san-isidro-3563EEDA275782C961373E686DCF3405#lc=ListOffers-Score3-0
Urgente! Promotor de Ventas/ Eternit/ Descanso Fijo: Domingos,CONSERH,Perú,"Arequipa, Arequipa",1130.0,1130.0,PEN,Mensual,,Urgente Analista Costos,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-urgente-promotor-de-ventas-eternit-descanso-fijo-domingos-en-arequipa-96D1A978C35BCDC261373E686DCF3405#lc=ListOffers-Score3-5
America: Técnica(o)s en Farmacia,Grupo Intercorp,Perú,"Santiago De Surco, Lima",1150.0,1150.0,PEN,Mensual,,Urgente Analista Costos,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-america-tecnicaos-en-farmacia-en-santiago-de-surco-4F0101E23F04193761373E686DCF3405#lc=ListOffers-Score3-7
Urgente!! Técnicos en Farmacia Lurin,Grupo Intercorp,Perú,"Lurin, Lima",1150.0,1150.0,PEN,Mensual,,Urgente Analista Costos,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-urgente-tecnicos-en-farmacia-lurin-en-lurin-69C66505A1A4500C61373E686DCF3405#lc=ListOffers-Score3-17
Urgente Analista de Costos,Industrias Triveca S.A.C.,Perú,"Santiago De Surco, Lima",2500.0,2500.0,PEN,Mensual,,Urgente Analista Costos,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-urgente-analista-de-costos-en-santiago-de-surco-5197F279FA1361E761373E686DCF3405#lc=ListOffers-Score3-12
Surco disponibilidad inmediata: Técnica(o)s en Farmacia,Grupo Intercorp,Perú,"Santiago De Surco, Lima",1150.0,1150.0,PEN,Mensual,,Urgente Analista Costos,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-surco-disponibilidad-inmediata-tecnicaos-en-farmacia-en-santiago-de-surco-96D6D5A19EED942761373E686DCF3405#lc=ListOffers-Score3-9
Urgente!! Técnicos en Farmacia / Rimac Amancaes,Grupo Intercorp,Perú,"Rimac, Lima",1150.0,1150.0,PEN,Mensual,,Urgente Analista Costos,Computrabajo,Web Scraping,https://pe.computrabajo.com/ofertas-de-trabajo/oferta-de-trabajo-de-urgente-tecnicos-en-farmacia-rimac-amancaes-en-rimac-CF6C67B87ACBC79661373E686DCF3405#lc=ListOffers-Score3-8
