puesto_trabajo,nombre_empresa,pais,region_estado,salario_minimo,salario_maximo,moneda_salario,periodo_salario,tipo_contrato,categoria,plataforma_origen,tipo_fuente_datos,enlace_oferta
"Sr. System Development Engineer, AWS Mainstream Compute",Amazon Web Services ,US,California,136100.0,235200,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5273244716?utm_medium=api&utm_source=523818bf
Data Analyst,GoodApple,US,New York,67572.5,67572.5,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5213694469?utm_medium=api&utm_source=523818bf
Data Analyst,netx,US,New York,73059.6,73059.6,USD,Anual,part_time,"PR, Advertising & Marketing Jobs",Adzuna,API,https://www.adzuna.com/details/4814805203?utm_medium=api&utm_source=523818bf
DATA ANALYST,City of New York,US,New York,92826.55,92826.55,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5243886260?utm_medium=api&utm_source=523818bf
Data Analyst,Sand Cherry Associates,US,New York,78259.16,78259.16,USD,Anual,NA,Accounting & Finance Jobs,Adzuna,API,https://www.adzuna.com/details/5256727325?utm_medium=api&utm_source=523818bf
Data Analyst,SourcePro Search,US,New York,95345.05,95345.05,USD,Anual,NA,Accounting & Finance Jobs,Adzuna,API,https://www.adzuna.com/land/ad/4805373855?se=WCDm4PRb8BG66dTL6YHm1A&utm_medium=api&utm_source=523818bf&v=0D8F33FE67E27F0FA657F2D80538A1C233D170B9
Data Analyst,Office of the Special Narcotics Prosecutor,US,New York,95062.86,95062.86,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/land/ad/5179747272?se=WCDm4PRb8BG66dTL6YHm1A&utm_medium=api&utm_source=523818bf&v=22AEADAF0BDF1000659F148BAF95B42403B7108D
Data Analyst,Insight Global,US,New York,52000.0,81120,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5281073970?utm_medium=api&utm_source=523818bf
Data Analyst,GoodApple,US,New York,66696.02,66696.02,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5215640156?utm_medium=api&utm_source=523818bf
Data Analyst,Wind Turbine And Energy Cables,US,New Jersey,104004.44,104004.44,USD,Anual,NA,"Energy, Oil & Gas Jobs",Adzuna,API,https://www.adzuna.com/details/4814715661?utm_medium=api&utm_source=523818bf
Data Analyst,Project Hospitality,US,New York,34000.0,36000,USD,Anual,part_time,Admin Jobs,Adzuna,API,https://www.adzuna.com/details/5066298949?utm_medium=api&utm_source=523818bf
Data Analyst,"Samaritan Daytop Village, Inc.",US,New York,55000.0,64000,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5267236681?utm_medium=api&utm_source=523818bf
Data Analyst,vive,US,New York,90000.0,130000,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5288625445?utm_medium=api&utm_source=523818bf
Data Analyst,Fund For Public Health,US,New York,78272.53,78272.53,USD,Anual,NA,Admin Jobs,Adzuna,API,https://www.adzuna.com/details/4870339395?utm_medium=api&utm_source=523818bf
Data Analyst,Fora Financial,US,New York,70000.0,90000,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5279233036?utm_medium=api&utm_source=523818bf
Data Analyst,Cushman & Wakefield,US,New York,100300.06,100300.06,USD,Anual,NA,Consultancy Jobs,Adzuna,API,https://www.adzuna.com/details/5246724483?utm_medium=api&utm_source=523818bf
Data Analyst,Stripes,US,New York,85000.0,105000,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5238323997?utm_medium=api&utm_source=523818bf
Data Analyst,Ferry Machine Corporation,US,New Jersey,66133.84,66133.84,USD,Anual,part_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/4814689290?utm_medium=api&utm_source=523818bf
Data Analyst,NA,US,New York,104112.21,104112.21,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5255048516?utm_medium=api&utm_source=523818bf
Data Analyst,Contentsquare,US,New York,106584.82,106584.82,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5215452709?utm_medium=api&utm_source=523818bf
Data Analyst,joberie USA,US,New York,68150.49,68150.49,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/4809851876?utm_medium=api&utm_source=523818bf
Data Analyst,Go Offer,US,New Jersey,93780.06,93780.06,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5279186532?utm_medium=api&utm_source=523818bf
Data Analyst,Similarweb,US,New York,90000.0,122000,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5226233544?utm_medium=api&utm_source=523818bf
Data Analyst,Aescape,US,New York,120000.0,150000,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5262714936?utm_medium=api&utm_source=523818bf
Data Analyst,Robert Half,US,New York,49400.0,57200,USD,Anual,NA,Admin Jobs,Adzuna,API,https://www.adzuna.com/details/5281074743?utm_medium=api&utm_source=523818bf
Data Analyst,The Walt Disney Company,US,New York,99900.0,133900,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5244098567?utm_medium=api&utm_source=523818bf
Data Analyst,"AmTrust Financial Services, Inc.",US,New Jersey,87681.48,87681.48,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5284793927?utm_medium=api&utm_source=523818bf
Data Analyst,Arc,US,New York,98633.99,98633.99,USD,Anual,NA,Accounting & Finance Jobs,Adzuna,API,https://www.adzuna.com/details/5277520598?utm_medium=api&utm_source=523818bf
Data Analyst,Robert Half,US,New York,37348.77,37348.77,USD,Anual,NA,Admin Jobs,Adzuna,API,https://www.adzuna.com/details/5280301709?utm_medium=api&utm_source=523818bf
Data Analyst,Fortune Society,US,New York,58000.0,65000,USD,Anual,full_time,Healthcare & Nursing Jobs,Adzuna,API,https://www.adzuna.com/details/5099986462?utm_medium=api&utm_source=523818bf
Data Analyst,Garner Health,US,New York,120000.0,140000,USD,Anual,NA,Healthcare & Nursing Jobs,Adzuna,API,https://www.adzuna.com/details/5198351434?utm_medium=api&utm_source=523818bf
Data Analyst,Qloo,US,New York,100409.93,100409.93,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5269327379?utm_medium=api&utm_source=523818bf
Data Analyst,Smile Train,US,New York,80000.0,90000,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5288456740?utm_medium=api&utm_source=523818bf
Data Analyst,SOL Digital LLC,US,New York,94385.16,94385.16,USD,Anual,NA,Consultancy Jobs,Adzuna,API,https://www.adzuna.com/details/5270470101?utm_medium=api&utm_source=523818bf
Data Analyst,Online River,US,New York,62400.0,70720,USD,Anual,part_time,Maintenance Jobs,Adzuna,API,https://www.adzuna.com/details/4979088610?utm_medium=api&utm_source=523818bf
Data Analyst,US Tech Solutions,US,New York,64467.81,64467.81,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5001426342?utm_medium=api&utm_source=523818bf
Senior Data Analyst,K2 Integrity,US,New York,102021.8,102021.8,USD,Anual,NA,Accounting & Finance Jobs,Adzuna,API,https://www.adzuna.com/details/5224163495?utm_medium=api&utm_source=523818bf
IT Data Analyst,Ariel Partners,US,New York,156000.0,166400,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5286797503?utm_medium=api&utm_source=523818bf
Client Data Analyst,Rokt,US,New York,125000.0,153000,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5260807881?utm_medium=api&utm_source=523818bf
Junior Data Analyst,Alchemy Worx,US,New York,65000.0,75000,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5272392621?utm_medium=api&utm_source=523818bf
Data Analyst- Advertising Data,"Agility Talent, LLC",US,New York,110902.58,110902.58,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5258245983?utm_medium=api&utm_source=523818bf
Data Analyst Internship,FDR Financial Group,US,New York,54424.6,54424.6,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5264778505?utm_medium=api&utm_source=523818bf
"Data Analyst, Banking",Current,US,New York,130000.0,175000,USD,Anual,NA,Accounting & Finance Jobs,Adzuna,API,https://www.adzuna.com/details/5154940270?utm_medium=api&utm_source=523818bf
Senior Data Analyst,Guttmacher Institute,US,New York,116000.0,162100,USD,Anual,full_time,Scientific & QA Jobs,Adzuna,API,https://www.adzuna.com/details/5279251941?utm_medium=api&utm_source=523818bf
Marketing Data Analyst,US Tech Solutions,US,New York,78489.9,78489.9,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/4687974701?utm_medium=api&utm_source=523818bf
Media Data Analyst,Mutinex,US,New York,91060.65,91060.65,USD,Anual,NA,"PR, Advertising & Marketing Jobs",Adzuna,API,https://www.adzuna.com/details/5277909686?utm_medium=api&utm_source=523818bf
Senior Data Analyst,1stdibs.com,US,New York,126096.59,126096.59,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5202562788?utm_medium=api&utm_source=523818bf
Cubist Data Analyst,Point72,US,New York,106111.29,106111.29,USD,Anual,NA,Accounting & Finance Jobs,Adzuna,API,https://www.adzuna.com/details/4824028651?utm_medium=api&utm_source=523818bf
Data Analyst II,Rendr,US,New York,67925.53,67925.53,USD,Anual,NA,Healthcare & Nursing Jobs,Adzuna,API,https://www.adzuna.com/details/5052241557?utm_medium=api&utm_source=523818bf
Data Analyst Intern,BM Wemple pools,US,New York,74768.55,74768.55,USD,Anual,full_time,Accounting & Finance Jobs,Adzuna,API,https://www.adzuna.com/details/4816841675?utm_medium=api&utm_source=523818bf
Data Analyst Intern,CityWonders,US,New York,42300.03,42300.03,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/4809906577?utm_medium=api&utm_source=523818bf
"Data Analyst, Risk",Current,US,New York,130000.0,175000,USD,Anual,NA,Accounting & Finance Jobs,Adzuna,API,https://www.adzuna.com/details/5146687506?utm_medium=api&utm_source=523818bf
Senior Data Analyst,Clair,US,New York,150000.0,157000,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5213979380?utm_medium=api&utm_source=523818bf
Sr. Data Analyst,Bank of America,US,New York,68355.59,68355.59,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5273540835?utm_medium=api&utm_source=523818bf
Senior Data Analyst,Melio,US,New York,140000.0,155000,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5286537638?utm_medium=api&utm_source=523818bf
Marketing Data Analyst,The Philharmonic-Symphony Society Of New York Inc,US,New York,65000.0,70000,USD,Anual,full_time,"PR, Advertising & Marketing Jobs",Adzuna,API,https://www.adzuna.com/details/5269318919?utm_medium=api&utm_source=523818bf
Marketing Data Analyst,The Philharmonic-Symphony Society of New York Inc,US,New York,82065.52,82065.52,USD,Anual,NA,"PR, Advertising & Marketing Jobs",Adzuna,API,https://www.adzuna.com/details/5268930818?utm_medium=api&utm_source=523818bf
Data Analyst Intern,Visionary,US,New York,59922.75,59922.75,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5222511428?utm_medium=api&utm_source=523818bf
Senior Data Analyst,K2 Integrity,US,New York,99536.89,99536.89,USD,Anual,NA,Accounting & Finance Jobs,Adzuna,API,https://www.adzuna.com/details/5228664115?utm_medium=api&utm_source=523818bf
Data Analyst Intern,Paul Bednar,US,New York,49531.62,49531.62,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/4809957954?utm_medium=api&utm_source=523818bf
Policy Data Analyst,Recidiviz,US,New York,108635.2,108635.2,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5203479846?utm_medium=api&utm_source=523818bf
Data Analyst-(OMH),Comunilife,US,New York,60000.0,65000,USD,Anual,full_time,Admin Jobs,Adzuna,API,https://www.adzuna.com/details/5215549598?utm_medium=api&utm_source=523818bf
Senior Data Analyst,Rendr,US,New York,108576.79,108576.79,USD,Anual,NA,Healthcare & Nursing Jobs,Adzuna,API,https://www.adzuna.com/details/5206104557?utm_medium=api&utm_source=523818bf
Data Analyst (Audience),NMQ Digital,US,New York,141418.64,141418.64,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5277493971?utm_medium=api&utm_source=523818bf
Clinical Data Analyst,Clover Health,US,New Jersey,90400.0,135000,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5243994308?utm_medium=api&utm_source=523818bf
Marketing Data Analyst,Macmillan,US,New York,65000.0,70000,USD,Anual,full_time,"PR, Advertising & Marketing Jobs",Adzuna,API,https://www.adzuna.com/details/5200723933?utm_medium=api&utm_source=523818bf
Lead Data Analyst,Betterment,US,New York,130000.0,155000,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5214343066?utm_medium=api&utm_source=523818bf
Data Analyst/Engineer,Distributed Inc. ,US,New York,94363.29,94363.29,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5267726654?utm_medium=api&utm_source=523818bf
Marketing Data Analyst,1stdibs.com,US,New York,120235.59,120235.59,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5262714756?utm_medium=api&utm_source=523818bf
Senior Data Analyst,Prizeout,US,New York,105358.24,105358.24,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5262828980?utm_medium=api&utm_source=523818bf
Business Data Analyst,Capgemini,US,New Jersey,95974.06,95974.06,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5273629689?utm_medium=api&utm_source=523818bf
Senior Data Analyst,Vevo,US,New York,85000.0,98000,USD,Anual,full_time,Accounting & Finance Jobs,Adzuna,API,https://www.adzuna.com/details/5209050342?utm_medium=api&utm_source=523818bf
Senior Data Analyst,FanDuel,US,New York,94000.0,117500,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5204650701?utm_medium=api&utm_source=523818bf
Customer Data Analyst,FanDuel,US,New York,106000.0,133000,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5274661829?utm_medium=api&utm_source=523818bf
Pharmacy Data Analyst,MJHS,US,New York,77671.26,77671.26,USD,Anual,full_time,Healthcare & Nursing Jobs,Adzuna,API,https://www.adzuna.com/details/5138845927?utm_medium=api&utm_source=523818bf
Pharmacy Data Analyst,MJHS,US,New York,77099.0,92519,USD,Anual,full_time,Healthcare & Nursing Jobs,Adzuna,API,https://www.adzuna.com/details/5139900509?utm_medium=api&utm_source=523818bf
Senior Data Analyst,Port Authority of NY & NJ,US,New Jersey,101986.39,101986.39,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5262773630?utm_medium=api&utm_source=523818bf
Senior Data Analyst,MongoDB,US,New York,199321.98,199321.98,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5224647476?utm_medium=api&utm_source=523818bf
Technical Data Analyst,Flourish,US,New York,124800.0,163800,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5055355262?utm_medium=api&utm_source=523818bf
Senior Data Analyst,MongoDB,US,New York,178597.47,178597.47,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5251606519?utm_medium=api&utm_source=523818bf
Senior Data Analyst,Port Authority of New York and New Jersey,US,New Jersey,104871.15,104871.15,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5261840795?utm_medium=api&utm_source=523818bf
"Senior Data Analyst, Data Analytics",Current,US,New York,150000.0,200000,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5049735754?utm_medium=api&utm_source=523818bf
Remote Junior Data Analyst,cewit,US,New York,69944.31,69944.31,USD,Anual,part_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5258344819?utm_medium=api&utm_source=523818bf
System /Data Analyst (Hybrid),DMS Vision Inc,US,New York,65857.91,65857.91,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5280039939?utm_medium=api&utm_source=523818bf
"Data Analyst, Client Analytics",CyberRisk Alliance,US,New York,87625.3,87625.3,USD,Anual,NA,"PR, Advertising & Marketing Jobs",Adzuna,API,https://www.adzuna.com/details/5267042402?utm_medium=api&utm_source=523818bf
PowerBI Finance Data Analyst,Brains Workgroup,US,New York,131040.0,139360,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5165148380?utm_medium=api&utm_source=523818bf
"Data Analyst, Technical Success",Curinos,US,New York,91854.7,91854.7,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5278253495?utm_medium=api&utm_source=523818bf
Sr. Quant Data Analyst,Quanta Search,US,New York,115462.39,115462.39,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/land/ad/4811276533?se=Tka-4vRb8BGlPpGK4j_S_A&utm_medium=api&utm_source=523818bf&v=91AF9E486355ABB3B5B7774CCBDCC29ABF247997
"Senior Data Analyst, Marketing",Tremendous,US,New York,160000.0,210000,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/land/ad/5259739648?se=Tka-4vRb8BGlPpGK4j_S_A&utm_medium=api&utm_source=523818bf&v=38691B4D21394B37C994467DF218365E2C740457
Senior Marketing Data Analyst,Abridge,US,New York,150000.0,170000,USD,Anual,full_time,"PR, Advertising & Marketing Jobs",Adzuna,API,https://www.adzuna.com/land/ad/5105437875?se=Tka-4vRb8BGlPpGK4j_S_A&utm_medium=api&utm_source=523818bf&v=D7DAF5EA59EF92655263812E324F8768F3949ABF
Data Analyst and IT Administrator,Arc Fund Manager LLC,US,New York,80000.0,100000,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/land/ad/5029665772?se=Tka-4vRb8BGlPpGK4j_S_A&utm_medium=api&utm_source=523818bf&v=04651B34CF41B0B90CB70F0C13B147AC5E35F5EE
Data Analyst (Construction Management),Pear VC,US,New York,173234.39,173234.39,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/land/ad/4860131686?se=Tka-4vRb8BGlPpGK4j_S_A&utm_medium=api&utm_source=523818bf&v=B21222250E8E6ED16971AE1364CE45FF4F6E82A1
Retail Operations Data Analyst,Meta,US,New York,70661.02,70661.02,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5201843662?utm_medium=api&utm_source=523818bf
Public Health Data Analyst,Ny Common Pantry,US,New York,65000.0,72000,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5275529368?utm_medium=api&utm_source=523818bf
Report Writer / Data Analyst,"$120,000",US,New York,64390.69,64390.69,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5215465526?utm_medium=api&utm_source=523818bf
Data Analyst Lead (Citymapper),Via,US,New York,85000.0,115000,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5222473438?utm_medium=api&utm_source=523818bf
Data Analyst - Gas Transmission,Insight Global,US,New York,69685.18,69685.18,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5280306118?utm_medium=api&utm_source=523818bf
QA Specialist/Data Analyst,Catholic Guardian Services,US,New York,89169.59,89169.59,USD,Anual,full_time,Scientific & QA Jobs,Adzuna,API,https://www.adzuna.com/details/5209062969?utm_medium=api&utm_source=523818bf
QA Specialist/Data Analyst,Catholic Guardian Services,US,New York,86869.63,86869.63,USD,Anual,full_time,Scientific & QA Jobs,Adzuna,API,https://www.adzuna.com/details/5184423833?utm_medium=api&utm_source=523818bf
Internal Audit Data Analyst,Touro University,US,New York,80000.0,100000,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5234565732?utm_medium=api&utm_source=523818bf
Senior Healthcare Data Analyst,Milliman,US,New York,93566.0,137640,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5271150063?utm_medium=api&utm_source=523818bf
KYC Data Analyst III,City National Bank,US,New York,48280.01,48280.01,USD,Anual,NA,Admin Jobs,Adzuna,API,https://www.adzuna.com/details/5260113980?utm_medium=api&utm_source=523818bf
"Senior Data Analyst, Growth",Current,US,New York,150000.0,200000,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5223336090?utm_medium=api&utm_source=523818bf
Claims Business Data Analyst,"AEGIS Insurance Services, Inc.",US,New Jersey,70119.02,70119.02,USD,Anual,NA,Accounting & Finance Jobs,Adzuna,API,https://www.adzuna.com/details/5254004633?utm_medium=api&utm_source=523818bf
Clinical Registry Data Analyst,Carta Healthcare,US,New York,129928.34,129928.34,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5280995074?utm_medium=api&utm_source=523818bf
Performance Marketing Data Analyst,Justworks,US,New York,109000.0,119900,USD,Anual,full_time,"PR, Advertising & Marketing Jobs",Adzuna,API,https://www.adzuna.com/details/5120562521?utm_medium=api&utm_source=523818bf
Senior Data Analyst (Hybrid),Empassion,US,New York,153446.14,153446.14,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5125585530?utm_medium=api&utm_source=523818bf
"Senior Data Analyst, Manufacturing",Warby Parker,US,New York,78750.0,90000,USD,Anual,full_time,Manufacturing Jobs,Adzuna,API,https://www.adzuna.com/details/5099891434?utm_medium=api&utm_source=523818bf
Senior Business/Data Analyst,Capgemini,US,New York,94564.46,94564.46,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5265929580?utm_medium=api&utm_source=523818bf
Senior Marketing Data Analyst,Microsoft Corporation,US,New York,150887.05,150887.05,USD,Anual,NA,"PR, Advertising & Marketing Jobs",Adzuna,API,https://www.adzuna.com/details/5278144730?utm_medium=api&utm_source=523818bf
AI Skilling Data Analyst,Microsoft Corporation,US,New York,105663.63,105663.63,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5282283203?utm_medium=api&utm_source=523818bf
Senior Customer Data Analyst,FanDuel,US,New York,126000.0,158000,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5274739849?utm_medium=api&utm_source=523818bf
Senior Healthcare Data Analyst,RAMPS International Inc,US,New York,90210.38,90210.38,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5270469533?utm_medium=api&utm_source=523818bf
Data Analyst & Portfolio Analytics,Marathon Asset Management LP,US,New York,112326.03,112326.03,USD,Anual,full_time,Accounting & Finance Jobs,Adzuna,API,https://www.adzuna.com/details/5225016970?utm_medium=api&utm_source=523818bf
"Lead Data Analyst, Marketing",Launch Potato,US,New Jersey,110000.0,150000,USD,Anual,full_time,Consultancy Jobs,Adzuna,API,https://www.adzuna.com/details/5291535292?utm_medium=api&utm_source=523818bf
Data Analyst (Customer Insights),ESW,US,New York,75826.73,75826.73,USD,Anual,NA,Consultancy Jobs,Adzuna,API,https://www.adzuna.com/details/5265363224?utm_medium=api&utm_source=523818bf
Senior Editorial Data Analyst,Hearst,US,New Jersey,85000.0,100000,USD,Anual,full_time,"PR, Advertising & Marketing Jobs",Adzuna,API,https://www.adzuna.com/details/4898799548?utm_medium=api&utm_source=523818bf
Senior Data Analyst (Remote),Quest Diagnostics,US,New Jersey,108908.23,108908.23,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5279718488?utm_medium=api&utm_source=523818bf
"Data Analyst, L/S Equity",Point72,US,New York,135000.0,170000,USD,Anual,NA,Accounting & Finance Jobs,Adzuna,API,https://www.adzuna.com/details/5039888511?utm_medium=api&utm_source=523818bf
Data Analyst - Commercial Marketing Data & Analytics,Microsoft Corporation,US,New York,125794.51,125794.51,USD,Anual,NA,"PR, Advertising & Marketing Jobs",Adzuna,API,https://www.adzuna.com/details/5282283656?utm_medium=api&utm_source=523818bf
Talent Management Solutions Data Analyst,SourcePro Search,US,New York,142330.86,142330.86,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/land/ad/4811167939?se=2KKy5PRb8BGV_r5iQS7-iA&utm_medium=api&utm_source=523818bf&v=7EA8EAE5A2CAC101A99D12A4744E943582B6FDD7
Data Analyst III (Care Navigation),Rightway,US,New York,90000.0,130000,USD,Anual,full_time,Consultancy Jobs,Adzuna,API,https://www.adzuna.com/land/ad/5118443077?se=2KKy5PRb8BGV_r5iQS7-iA&utm_medium=api&utm_source=523818bf&v=F44902CB85D9AFF313A5AA4F88D81BBEC76C5CB4
Algorithmic Trading Data Analyst/Engineer,Quanta Search,US,New York,121802.19,121802.19,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/land/ad/4804382858?se=2KKy5PRb8BGV_r5iQS7-iA&utm_medium=api&utm_source=523818bf&v=9D6AE22C2D7B68065C90D9B3FCE7079CFDE19331
"Senior Data Analyst, Digital Marketing",MongoDB,US,New York,220071.6,220071.6,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5290087898?utm_medium=api&utm_source=523818bf
Supply Chain Management Data Analyst,Hanwha Techwin America Inc,US,New Jersey,52000.0,62400,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5263658328?utm_medium=api&utm_source=523818bf
"Data Analyst, TikTok Ads - USDS",TikTok,US,New York,108536.31,108536.31,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5189276742?utm_medium=api&utm_source=523818bf
"Senior Data Analyst, Member Experience",Current,US,New York,150000.0,200000,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5219209087?utm_medium=api&utm_source=523818bf
Senior System Reinsurance Data Analyst,Starr Insurance,US,New York,94041.58,94041.58,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5135070835?utm_medium=api&utm_source=523818bf
Senior Data Analyst (Marketing Science),NMQ Digital,US,New York,138345.72,138345.72,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5277492755?utm_medium=api&utm_source=523818bf
Data Analyst / Engineer x 2,Benton Partners,US,New York,86646.4,86646.4,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5232316782?utm_medium=api&utm_source=523818bf
"AVP, Data Analyst (Visualization, Python)",Jefferies Financial Group,US,New York,184306.48,184306.48,USD,Anual,full_time,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5214366959?utm_medium=api&utm_source=523818bf
Social Care Network Data Analyst,Center For Family Life in Sunset Park,US,New York,60592.46,60592.46,USD,Anual,full_time,Healthcare & Nursing Jobs,Adzuna,API,https://www.adzuna.com/details/5238245329?utm_medium=api&utm_source=523818bf
CPS Model Coordinator/Data Analyst,SCO Family of Services,US,New York,85960.14,85960.14,USD,Anual,full_time,Teaching Jobs,Adzuna,API,https://www.adzuna.com/details/5222533953?utm_medium=api&utm_source=523818bf
Data Analyst I - Medical Education,Mount Sinai Health System,US,New York,82567.63,82567.63,USD,Anual,full_time,Scientific & QA Jobs,Adzuna,API,https://www.adzuna.com/details/5042863804?utm_medium=api&utm_source=523818bf
"Data Analyst, Global Partnerships & Content",META,US,New York,92308.53,92308.53,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5149757326?utm_medium=api&utm_source=523818bf
"Senior Data Analyst, Digital Marketing",MongoDB,US,New York,147914.6,147914.6,USD,Anual,NA,IT Jobs,Adzuna,API,https://www.adzuna.com/details/5190308360?utm_medium=api&utm_source=523818bf
