cluster,titulo_puesto,nombre_empresa,ubicacion,modalidad,salario
177,Conductor A3A o A3C para Corredor Rojo,ALLIN GROUP JAVIER PRADO SA.,,,
177,Conductor A2A,TravelCab,,,"S/. 2.500,00 (Mensual)"
177,Valet Parking  Conductor,Central Parking System Perú S.A.,,,
177,Conductor de Furgón,SUM INDUSTRIALES S.A.C.,,,
177,Conductor Arequipa,G4S Peru SAC,,,
177,Conductor de Minibus,CONSORCIO CPQ - COLUMBITO,,,
177,Conductor,CONSORCIO LOS NATIVOS EL SAUCO S.A.C.,,,"S/. 2.500,00 (Mensual) + Comisiones"
177,Conductor AIIB,Universidad César Vallejo,,,"S/. 1.700,00 (Mensual)"
177,Conductor de Camioneta/Licencia A1,Adecco Perú S.A.,,,"S/. 2.400,00 (Mensual)"
177,Conductor,HARD RENTAL,,,
177,Conductor de bus,,,,
177,Conductor A3B,Calidad Plastica SAC,,,"S/. 2.000,00 (Mensual)"
177,Conductor de montacarga,,,,
177,Conductor A3A o A3C para Corredor Rojo,ALLIN GROUP JAVIER PRADO SA.,,,
177,"Conductor(a) de Camioneta / Servicio temporal hasta Diciembre / San Gaban, Puno / Ref: 80183",Manpower,,,
177,"Conductor de Camioneta (Sistema 14x7, Unidad Minera: Junín/Pasco)",,,,
177,Conductor de Patio / Sede Tomas Valle,MOVIL BUS S.A.C,,,
177,Conductor Vendedor,Llamagas,,,"S/. 1.400,00 (Mensual)"
177,"Conductor de Minibús /Coaster (Sistema 14x7, UM: Junín)",,,,
177,Conductor A3A o A3C para Corredor Rojo,ALLIN GROUP JAVIER PRADO SA.,,,
177,Conductor Consumidor Final / Z. Santa Maria,Llamagas,,,"S/. 1.400,00 (Mensual)"
177,Conductor y Ayudante,IGMA ECOLOGY S.A.C.,,,
177,Conductor UM Gold Fields en Cajamarca,Prosegur,,,
177,Conductor de Cisterna de GLP,SERVOSA,,,
177,Conductor A3C  Cisterna 30m3,Ancro S.R.L.,,,
177,Conductor Local Arequipa de semi tráiler,JP Logistica SAC,,,
177,Conductor de Camioneta con conocimiento de sistemas eléctricos 14x7,SECURITAS SAC,,,"S/. 2.600,00 (Mensual)"
177,conductor profesional,TRIP,,,"S/. 1.800,00 (Mensual)"
177,Conductor Múltiple,Tecnomin Data,,,
177,Conductor de Minibus/Sprinter 14x7 Cajamarca,SECURITAS SAC,,,"S/. 2.650,00 (Mensual)"
177,Conductor de Encapsulados / brevete A4 / 2800+beneficios  / disponibilidad inmediata,MAFIE SAC,,,"S/. 2.800,00 (Mensual)"
177,Conductor de Vehículos,INNOVABILIDAD GROUP E.I.R.L.,,,
177,Conductor A3A o A3C para Corredor Rojo,ALLIN GROUP JAVIER PRADO SA.,,,
177,Conductor,Esermin Perú S.A.C.,,,
177,Valet Parking  Conductor,Central Parking System Perú S.A.,,,
177,Conductor AIIB,MONTANO MEDICAL & LOGISTICS,,,
177,Conductor Semitrailer Encapsulado,TRANSAGUI CORP S.A.C,,,
177,Conductor de seguridad / Acuartelado para mina en Arequipa,K2 Seguridad y Resguardo S.A.C.,,,
177,Conductor / Chofer AIIIc,JULMYA TRANSERVIS S.A.C,,,
177,Conductor de Gerencia por Regimen,Transportes Iberoamericano SRL.,,,
177,Conductor de camioneta Pickup 4x4,Centinela S&I,,,"S/. 2.000,00 (Mensual)"
177,Conductor Vendedor Mayorista Chiclayo,Llamagas,,,"S/. 1.400,00 (Mensual)"
177,Conductor de omnibus,Aduamerica SA,,,
177,Conductor de camioneta Pickup 4x4,Centinela S&I,,,"S/. 2.000,00 (Mensual)"
177,Chofer /Conductor cigüeña /Todos los beneficios,Bigmond Group,,,"S/. 2.250,00 (Mensual)"
177,Conductor semitrailer A3 y A4 Huachipa,JP Logistica SAC,,,
177,"Conductor de Minibús /Coaster (Sistema 14x7, UM: Junín)",,,,
177,Conductor Cisterna A3C (Sistema:14x7 / UM: Zona Minera Junín),,,,
177,"Conductor de Camioneta (Sistema 14x7, Unidad Minera: Junín/Pasco)",,,,
177,Conductor de Camión Semi Trailer – Experiencia en rutas y disponibilidad inmediata,MINERIA & TRANSPORTES CALEB S.R.L.,,,
177,Conductor/a,VELGAS PETROLEUM S.A.C,,,"S/. 2.100,00 (Mensual)"
177,Conductor AIIB,Universidad César Vallejo,,,
177,Conductor A3A o A3C para Corredor Rojo,ALLIN GROUP JAVIER PRADO SA.,,,
177,Conductor A3A o A3C para Corredor Rojo,ALLIN GROUP JAVIER PRADO SA.,,,
177,Conductor de Patio / Sede Tomas Valle,MOVIL BUS S.A.C,,,
177,Conductor / Callao,SECURITAS SAC,,,
177,Conductor de Camioneta con conocimiento de sistemas eléctricos 14x7,SECURITAS SAC,,,"S/. 2.600,00 (Mensual)"
178,Digitador de mantenimiento,ALLIN GROUP JAVIER PRADO SA.,,,
178,Digitador/a,Megapack Group S.A.C.,,,"S/. 1.700,00 (Mensual)"
178,Digitador,,,,
178,Digitador (a) turno mañana / Digitador (a) turno noche,POLYSISTEMAS CORP S.A.C.,,,
178,¡Urgente! Digitador/a FullTime,CONTACTA Y NEGOCIA S.A.C.,,,
178,Digitador / Exp. en Seguros / San Isidro,Adecco Perú S.A.,,,
178,digitador/a,STREET MEDIA S.A.C.,,,"S/. 1.000,00 (Mensual)"
178,Digitador/a / Huachipa,Lavoro Perú,,,
178,Digitador/a,CENTRO MEDICO DANIEL ALCIDES CARRIÓN,,,
178,Digitador(a) de Documentos,3eriza,,,
178,Auxiliar de Inventario (Digitador(a) logístico),I-RUN,,,"S/. 1.200,00 (Mensual)"
178,Digitador/a  Arándano,Danper Trujillo SAC,,,
178,Digitador,,,,
178,Digitador Logístico / 1200 / Ate,ALFA CO SOCIEDAD ANONIMA CERRADA,,,"S/. 1.200,00 (Mensual)"
178,¡Urgente! Digitador/a FullTime,CONTACTA Y NEGOCIA S.A.C.,,,
178,digitador/a fulltime,Clientes Anónimos,,,"S/. 1.150,00 (Mensual)"
178,Digitador/a,CENTRO MEDICO DANIEL ALCIDES CARRIÓN,,,
178,digitador/a,Notaría vilca,,,"S/. 1.600,00 (Mensual)"
178,Digitador/a de Reportes Medicos,IMPSO S.A.C.,,,
178,Digitador/a,,,,"S/. 1.200,00 (Mensual)"
178,digitador/a,SBO SINERGIA EMPRESARIAL S.A.C.,,,"S/. 1.200,00 (Mensual)"
178,"Digitador para Área de costos, Minera Macdesa",MACDESA,,,
178,Digitador/a / Huachipa,Lavoro Perú,,,
178,Auxiliar de Inventario (Digitador(a) logístico),I-RUN,,,"S/. 1.200,00 (Mensual)"
178,Digitador  Recepción,Mission Produce Perú,,,
178,digitador/a fulltime,Clientes Anónimos,,,"S/. 1.150,00 (Mensual)"
178,digitador/a,POWERFUL TEC S.A.C.,,,"S/. 600,00 (Mensual)"
178,Digitador de Facturación // Sullana,Lavoro Perú,,,
178,"Auxiliar Administrativo(a), Digitador(a), Almacenero",RINOK COMPANY,,,
178,Digitador/a / Huachipa,Lavoro Perú,,,
178,Digitador/a,Megapack Group S.A.C.,,,"S/. 1.700,00 (Mensual)"
178,Digitador (a) turno mañana / Digitador (a) turno noche,POLYSISTEMAS CORP S.A.C.,,,
178,Digitador/a de Reportes Medicos,IMPSO S.A.C.,,,
178,Digitador(a) de Documentos,3eriza,,,
178,Atención al cliente/ Digitador ZONA SUR,Arequipa Expreso Marvisur  E.I.R.L.,,,
178,Digitador/a,Estudio Bedoya Abogados S.C.R.L.,,,
178,digitador/a,POWERFUL TEC S.A.C.,,,"S/. 600,00 (Mensual)"
178,Digitador / Exp. en Seguros / San Isidro,Adecco Perú S.A.,,,
178,Digitador(a)/  Rubro de Bebidas / Contratación Inmediata,Adecco Perú S.A.,,,
178,Facturador/Digitador,Grupo DN,,,
178,digitador/a fulltime,Clientes Anónimos,,,"S/. 1.150,00 (Mensual)"
178,Digitador/a  Arándano,Danper Trujillo SAC,,,
178,Digitador (a) turno mañana / Digitador (a) turno noche,POLYSISTEMAS CORP S.A.C.,,,
178,Atención al cliente/ Digitador ZONA SUR,Arequipa Expreso Marvisur  E.I.R.L.,,,
178,Digitador/a de Reportes Medicos,IMPSO S.A.C.,,,
178,"Digitador(a) de Producción, Trazabilidad / Agroindustrial",Manpower,,,
178,Auxiliar de Inventario (Digitador(a) logístico),I-RUN,,,"S/. 1.200,00 (Mensual)"
178,digitador/a,SBO SINERGIA EMPRESARIAL S.A.C.,,,"S/. 1.200,00 (Mensual)"
178,Digitador Logístico / 1200 / Ate,ALFA CO SOCIEDAD ANONIMA CERRADA,,,"S/. 1.200,00 (Mensual)"
178,"Digitador para Área de costos, Minera Macdesa",MACDESA,,,
178,Auxiliar de Inventario (Digitador(a) logístico),I-RUN,,,"S/. 1.200,00 (Mensual)"
178,"Auxiliar Administrativo(a), Digitador(a), Almacenero",RINOK COMPANY,,,
178,Digitador/a,Consorcio Educativo San Pio X,,,
178,Digitador/Facturador,CIEN X CIENTO SUR,,,"S/. 1.130,00 (Mensual)"
178,digitador/a,POWERFUL TEC S.A.C.,,,"S/. 600,00 (Mensual)"
178,Digitador/a / Huachipa,Lavoro Perú,,,
178,digitador/a,Notaría vilca,,,"S/. 1.600,00 (Mensual)"
178,digitador/a,STREET MEDIA S.A.C.,,,"S/. 1.000,00 (Mensual)"
179,Auxiliar de Archivo Digital/ Sector Salud/ San Isidro,Manpower,,Presencial y remoto,
179,Especialista en Digitalización y Archivo / Temporal,Arch Latam,,,"S/. 2.500,00 (Mensual)"
179,Auxiliar de archivo en Ruta,POLYSISTEMAS CORP S.A.C.,,,
179,Especialista en Digitalización y Archivo / Temporal,Arch Latam,,,"S/. 2.500,00 (Mensual)"
179,Auxiliar De Archivo y Digitación / Aduanas,Infinia Logistics,,,"S/. 1.300,00 (Mensual)"
179,Tecnico mecánico Arequipa PARA RUTA con experiencia en semiremolques,Hagemsa SAC,,,
179,Auxiliar de Digitalización y Archivo,,,,"S/. 1.130,00 (Mensual)"
179,Auxiliar de archivo y estadística,Hogar Clinica San Juan de Dios,,,
179,Auxiliar de archivo y estadística,Hogar Clinica San Juan de Dios,,,
179,Auxiliar de archivo en Ruta,POLYSISTEMAS CORP S.A.C.,,,
179,Impulsadoras de Ruta para marca de lubricante automotriz / Lima ESTE,LUCKY SAC,,,
179,Choferes de Ruta Semitrailer / las Bambas  y Cerro Verde,Raciemsa,,,
179,Auxiliar de archivo en Ruta,POLYSISTEMAS CORP S.A.C.,,,
179,Supervisor de Ruta  / Las Bambas,Raciemsa,,,
179,Auxiliar de Archivo,,,,
179,Auxiliar de Archivo Digital/ Sector Salud/ San Isidro,Manpower,,Presencial y remoto,
180,Gestor de Cobranzas / Inmobiliaria / Inversiones El Pino,C.M. Y S.,,,
180,Asistente de cobranzas,HCP,,,"S/. 1.000,00 (Mensual)"
180,Asistente de Creditos y cobranzas,SORSAA,,,
180,"¡Potencia tu talento en cobranzas! Exp. Ventas, Cobranzas, retenciones / Aprox 2000",EXPERTIS,,,
180,coordinador de credito y cobranzas  lugar zapallal,MAGINSA INDUSTRIAL SAC,,,
180,Auxiliar de Trámite Documentario y Cobranzas,Guillermo Romero S.A.C.,,,"S/. 1.600,00 (Mensual)"
180,Auxiliar de Trámite Documentario y Cobranzas,Guillermo Romero S.A.C.,,,"S/. 1.600,00 (Mensual)"
180,Asesor de Cobranzas (Magdalena),Los Portales,,,
180,Practicante Profesional  Creditos y Cobranzas / Rubro Automotriz / Miraflores,Manpower,,,
180,Oportunidad Remota / Asesores de Cobranzas con Experiencia en Banca Castigo / Salario de 1400 a 1600,,,,"S/. 1.400,00 (Mensual)"
180,Supervisor /Jefe de Cuenta / Cobranzas  / Contac Center,Cobranzas Peru,,,
180,Especialista en Cobranzas,WANDOO FINANCE S.R.L.,,,"S/. 1.800,00 (Mensual)"
180,Urgente / Asistente de Cobranzas / La Molina,CENTINEL,,,"S/. 2.000,00 (Mensual)"
180,señorita para asistente de tesorería y cobranzas,ELIAS CAPELLAN,,,
180,"¡Gana por tu talento! Asesores de cobranzas c/ exp. ventas, cobranzas, retenciones/ 2000 aprox",EXPERTIS,,,"S/. 1.400,00 (Mensual)"
180,"¡Postula Ya! Asesores de cobranzas c/ exp. ventas, cobranzas, retenciones/ 2000 aprox",EXPERTIS,,,"S/. 1.400,00 (Mensual)"
180,Asesor de Cobranzas (Magdalena),Los Portales,,,
180,Gestor de Cobranzas,Los Portales,,,
180,Gestor de Cobranzas,COOPERATIVA A Y C SAN HILARION,,,
180,Trabajo Hibrido/Comisiona hasta 4000 soles / Asesor de cobranzas,FINANTY S.A.,,Presencial y remoto,
180,Asesor de Cobranzas por aplicativo,BUSINESS INCREASE SAC,,,
180,Asistente de Cobranzas,,,,
180,Asistente de Cobranzas,M&M SERVICIOS MOTORIZADOS SAC,,,"S/. 1.500,00 (Mensual)"
180,Comisiona hasta 4000 soles / Asesor de cobranzas/ Trabajo Hibrido,FINANTY S.A.,,Presencial y remoto,
180,Auxiliar/Asistente de Creditos y Cobranzas / Rubro Automotriz / Miraflores,Manpower,,,
180,Asistente de Cobranzas B2B,Ferco Medical SAC,,,"S/. 1.400,00 (Mensual)"
180,jefe/a de cobranzas,UEZU COMERCIAL SAC,,,
180,Asesor de Cobranzas  San Isidro,BUSINESS INCREASE SAC,,,
180,Asesor de Cobranzas por aplicativo,BUSINESS INCREASE SAC,,,
180,Asistente Junior de Creditos y Cobranzas / Rubro Automotriz / Miraflores,Manpower,,,
180,Urgente / Asistente de Cobranzas / La Molina,CENTINEL,,,"S/. 2.000,00 (Mensual)"
180,Jefe de cobranzas,COOPAC SANTA CATALINA LTDA 103,,,
180,Especialista de Cobranzas,Grupo AUNA,,Presencial y remoto,
180,Abogada(o) Judicial para Cobranzas en Cajamarca,Cobranzas Peru,,,
180,Comisiona hasta 4000 soles / Asesor de cobranzas/ Trabajo Hibrido,FINANTY S.A.,,Presencial y remoto,
180,Apoyo en cobranzas y gestiones administrativas,OPTIMICE,,,
180,Comisiona hasta 4000 soles / Asesor de cobranzas/ Trabajo Hibrido,FINANTY S.A.,,Presencial y remoto,
180,Asistente de Cobranzas,ELECTRO PERU INDUSTRIAL S.A.C.,,,"S/. 1.500,00 (Mensual)"
180,Asistente de Cobranzas,M&M SERVICIOS MOTORIZADOS SAC,,,"S/. 1.500,00 (Mensual)"
180,"Asistente de Crédito, Cobranzas y Administración",AybarCorp,,,"S/. 1.500,00 (Mensual)"
180,Encargada de Cobranzas,MISIÓN TECNOLÓGICA,,,"S/. 2.200,00 (Mensual)"
180,Asistente de Tesoreria y Cobranzas,SSAYS SAC,,,"S/. 1.500,00 (Mensual)"
180,Auxiliar de Creditos y Cobranzas / Rubro Automotriz / Miraflores,Manpower,,,
180,Especialista de Cobranzas – Rubro Financiero Vehicular / San Isidro,Well HR,,Presencial y remoto,
180,Gestor de Cobranzas,Cooperativa de Ahorro y Crédito Quillabamba,,,
180,Analista de Cobranzas y Recuperaciones /Sector Financiero /(Ref: 79915),Manpower,,,"S/. 2.500,00 (Mensual)"
180,Gestor de Cobranzas Campo Lima Metropolitana,V&V SOLUCIONES,,,
180,Cobranzas,CL PHARMA,,,"S/. 1.500,00 (Mensual)"
180,Encargada de Cobranzas,MISIÓN TECNOLÓGICA,,,"S/. 2.200,00 (Mensual)"
180,Gestor de Cobranzas,Los Portales,,,
180,T r a b a j a  H i b r i d o / Asesor de cobranzas/ San Isidro,FINANTY S.A.,,Presencial y remoto,"S/. 1.130,00 (Mensual)"
180,Gestor de Cobranzas Campo Lima Metropolitana,V&V SOLUCIONES,,,
181,Ejecutivo de ventas en campo movistar zonal Sullana,Gedk Telecomunicaciones,,,"S/. 2.000,00 (Mensual)"
181,Ejecutivo de ventas en campo movistar zonal Piura,Gedk Telecomunicaciones,,,"S/. 2.000,00 (Mensual)"
181,Ejecutivo de ventas en campo movistar zonal Piura,Gedk Telecomunicaciones,,,"S/. 2.000,00 (Mensual)"
181,Asesor(a) Comercial en Campo/básico+ comisiones + bonos/ Zonal Cusco,Gedk Telecomunicaciones,,,"S/. 2.000,00 (Mensual)"
181,Se busca asesores de venta campo / Zonal Cusco,Gedk Telecomunicaciones,,,"S/. 2.000,00 (Mensual)"
181,Ejecutivo de ventas en campo movistar zonal Piura,Gedk Telecomunicaciones,,,"S/. 2.000,00 (Mensual)"
181,Ejecutivo de ventas en campo movistar zonal Piura,Gedk Telecomunicaciones,,,"S/. 2.000,00 (Mensual)"
181,Supervisor Zonal,COOPERATIVA DE AHORRO Y CREDITO OPORTUNIDADES,,,
181,Asesor de Ventas Campo / Sueldo fijo + bono mensual + comisiones ilimitadas /Zonal Huancayo,Gedk Telecomunicaciones,,,"S/. 1.130,00 (Mensual)"
181,Coordinador zonal /Supervisor Zonal / Licencia de conducir,,,,
181,Se busca asesores de venta para trabajar en campo  / Zonal Cusco,Gedk Telecomunicaciones,,,"S/. 2.000,00 (Mensual)"
181,Ejecutivo de ventas en campo movistar zonal Piura,Gedk Telecomunicaciones,,,"S/. 2.000,00 (Mensual)"
181,Se necesita asesores de venta en campo con o sin experiencia./ Zonal Cusco,Gedk Telecomunicaciones,,,"S/. 2.000,00 (Mensual)"
181,Buscamos  Asesor de Ventas para trabajar en campo con o sin experiencia / Zonal Cusco,Gedk Telecomunicaciones,,,"S/. 2.000,00 (Mensual)"
181,Jefe Zonal Norte para Provincias con Experiencia en empresa de Seguridad,,,,
181,Estamos Buscando Asesores De Ventas para Campo/ Zonal Cusco,Gedk Telecomunicaciones,,,"S/. 2.000,00 (Mensual)"
181,Comisionistas/Asesores de ventas Movistar Zonal Chiclayo Free Lance,Gedk Telecomunicaciones,,,"S/. 1.130,00 (Mensual)"
181,Comisionistas/Asesores de ventas Movistar Zonal Chiclayo Free Lance,Gedk Telecomunicaciones,,,"S/. 1.130,00 (Mensual)"
181,Asesor de ventas en campo movistar zonal Piura,Gedk Telecomunicaciones,,,"S/. 1.000,00 (Mensual)"
181,Comisionistas/Asesores de ventas Movistar Zonal Chiclayo Free Lance,Gedk Telecomunicaciones,,,"S/. 1.130,00 (Mensual)"
181,Se necesita con urgencia   Asesores de Ventas para trabajo de campo/ Zonal Cusco,Gedk Telecomunicaciones,,,"S/. 2.000,00 (Mensual)"
181,Estamos en la búsqueda de Asesor de Ventas  campo/ ingreso a planilla/ comisiones /Zonal Cusco,Gedk Telecomunicaciones,,,"S/. 2.500,00 (Mensual)"
181,Gerente Zonal / Huánuco venta directa (por catalogo),FULLER PINTO S.A.C.,,,"S/. 1.900,00 (Mensual)"
181,Ejecutivo de ventas en campo movistar zonal Piura,Gedk Telecomunicaciones,,,"S/. 2.000,00 (Mensual)"
181,Ejecutivo de ventas en campo movistar zonal Piura,Gedk Telecomunicaciones,,,"S/. 2.000,00 (Mensual)"
181,Ejecutivo de ventas en campo movistar zonal Piura,Gedk Telecomunicaciones,,,"S/. 2.000,00 (Mensual)"
181,Asesor de Ventas en Campo/ planilla+ pasajes+ comisiones+ incentivos/ Zonal Cusco,Gedk Telecomunicaciones,,,"S/. 2.000,00 (Mensual)"
182,"Analista Tributario, San Isidro",INSIDE EMPRESARIAL,,,
182,Analista de TI,ACS SOLUTIONS PERU S.A.,,,"S/. 2.500,00 (Mensual)"
182,Analista de Promociones,Dacia Trading S.A.C.,,,
182,Analista de Servidores,Atento Perú,,,
182,Analista de Atracción del Talento (Masivos),,,,
182,Analista de Monitoreos Ambientales,ALS LS PERU S.A.C.,,,"S/. 1.200,00 (Mensual)"
182,Analista de Control de Presupuesto y Adquisiciones,Zeus Energy S.A.C.,,,
182,Analista de precios,INVERSIONES SERVICAR S.A.C.,,,
182,Analista de Desarrollo Tecnológico,Adecco Perú S.A.,,Presencial y remoto,
182,"Analista Tributario, San Isidro",INSIDE EMPRESARIAL,,,
182,Analista de Desarrollo de Empaques,Laboratorios SMASAC,,,
182,Analista CRM,Grupo Educa_d,,Presencial y remoto,
182,Analista TI,AB Technology S.A.C,,,"S/. 1.500,00 (Mensual)"
182,Analista de Geotecnología,,,,
182,Analista de Fichas Técnicas (Desarrollo de Prenda) (UDP),,,,
182,Analista De Planilla,Wari Service S.A.C,,,"S/. 1.500,00 (Mensual)"
182,Analista de ventas,,,,"S/. 1.400,00 (Mensual)"
182,Analista de ventas,,,,"S/. 1.400,00 (Mensual)"
182,Analista de Bases de Datos y Modelado – SQL,Atento Perú,,Presencial y remoto,
182,Analista de Desarrollo de Modelos Estadísticos,Caja Cencosud Del Grupo Scotiabank,,Presencial y remoto,
182,Analista de Atracción de Talento,Rock Drill Cont. Civ. y Mineros S.A.C.,,,
182,Analista de Comunicaciones Clima y Cultura,,,,"S/. 2.500,00 (Mensual)"
182,Analista de Validaciones Analíticas/Rubro Farmacéutico/HPLC/ATE,Manpower,,,
182,Analista de Servidores,Atento Perú,,,
182,Analista de TI,ACS SOLUTIONS PERU S.A.,,,"S/. 2.500,00 (Mensual)"
182,"Analista de Marca, Empresa Vainsa e Italgrif, Sede Innova Camacho",VSI Industrial S.A.C.,,,
182,Analista de Integridad Estructural,MAKYL ECS E.I.R.L.,,,
182,Analista de Desarrollo de Métodos Analíticos y Validaciones de Técnicas Analíticas,MEDIFARMA,,,
182,Analista CRM,Grupo Educa_d,,Presencial y remoto,
182,Analista Deportivo y Trading con experiencia en Apuestas Deportivas,,,,
182,Analista de Desarrollo Tecnológico,Adecco Perú S.A.,,Presencial y remoto,
182,Analista tributario,INSIDE EMPRESARIAL,,,
182,Analista tic,EDUTUR EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA - EDUTUR E.I.R.L,,,
182,Analista de Performance,Grupo AUNA,,,"S/. 3.300,00 (Mensual)"
182,Analista de Auditoría,SILSA,,,"S/. 3.500,00 (Mensual)"
182,Analista de radio,,,,
182,Analista  de Validaciones y Estabilidades,Laboratorios Portugal,,,
182,Analista de gobierno de datos,Grupo Educa_d,,Presencial y remoto,
182,Analista SGI,ALS LS PERU S.A.C.,,,"S/. 1.500,00 (Mensual)"
182,Analista GIS,OPTICAL NETWORKS S.A.C.,,,"S/. 1.400,00 (Mensual)"
182,Analista de Control Fisicoquímico,MEDIFARMA,,,
182,Analista de Validaciones,,,,
182,Analista de Abastecimiento,Cantol S.A.C.,,,
182,Analista de fidelización,COOPAC Santa Isabel,,,
182,Analista de Servidores,Atento Perú,,,
182,Analista de Abastecimiento,,,,"S/. 1.600,00 (Mensual)"
182,Analista de proyecciones agrícolas,AGRICOLA CERRO PRIETO S.A,,,
182,Analista de Tizado y Consumo,Hilandería de Algodón Peruano S.A.,,,
182,Analista de Almacén Minero / Cajamarquilla,Manpower,,,
182,Analista de Payroll,Overall Strategy,,Presencial y remoto,
182,Analista de SGI,,,,
182,Analista de validaciones y calificaciones,Laboratorios Americanos S.A.,,,
182,Analista de proyecciones agrícolas,AGRICOLA CERRO PRIETO S.A,,,
182,Analista de ventas,HIROPHONE,,,
182,Analista de proyecciones agrícolas,AGRICOLA CERRO PRIETO S.A,,,
182,Analista de SCM/Abastecimiento/Logistica,Adecco Perú S.A.,,,
182,Analista de Servicios Centrales y Activos Fijos,Financiera Confianza,,,
182,Analista de TI,,,,
182,Analista de Automatización y Datos – Python y PySpark,Atento Perú,,,
182,Analista Integrador de Datos,PROCESSI PERU,,,
182,Analista de SGI,,,,
182,Analista de Performance,Grupo AUNA,,,"S/. 3.300,00 (Mensual)"
182,Analista de Comisiones,Bitel,,,
182,Analista de Licitación,CORPORACION SAGITARIO E.H. S.A.C,,,"S/. 2.000,00 (Mensual)"
182,Analista de Nóminas,Adecco Perú S.A.,,,
182,Analista de Nómina,AGRICOLA CERRO PRIETO S.A,,,
182,Analista Biofarmacéutico Arequipa,Laboratorios Portugal,,,"S/. 1.200,00 (Mensual)"
182,Analista tic,EDUTUR EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA - EDUTUR E.I.R.L,,,
182,Analista de SCM/Abastecimiento/Logistica,Adecco Perú S.A.,,,
182,Analista de Desarrollo de Modelos Estadísticos,Caja Cencosud Del Grupo Scotiabank,,Presencial y remoto,
182,Analista TI,AB Technology S.A.C,,,"S/. 1.500,00 (Mensual)"
182,Analista de Inteligencia de Datos,RECSA PERÚ,,,
182,Analista de gobierno de datos,Grupo Educa_d,,Presencial y remoto,
182,Analista de Control de Presupuesto y Adquisiciones,Zeus Energy S.A.C.,,,
182,Analista de Inteligencia de Datos,RECSA PERÚ,,,
182,Químicos Farmacéuticos / Analista de Validaciones,MEDIFARMA,,,
182,Analista de Automatización y Datos – Python y PySpark,Atento Perú,,,
182,Analista de Bases de Datos y Modelado – SQL,Atento Perú,,Presencial y remoto,
182,Analista TI,Xentic S.A.C,,Presencial y remoto,
182,Analista de Expansión,GRUPO CAMMEDI,,,
182,Analista de mercado y capacitador,,,,
182,Analista de Formulación,Grupo Silvestre,,,
182,Analista Integrador de Datos,PROCESSI PERU,,,
182,Analista de Geotecnología,,,,
182,Analista de Bases de Datos y Modelado – SQL,Atento Perú,,Presencial y remoto,
182,Analista de Automatización y Datos – Python y PySpark,Atento Perú,,,
182,Analista de Geotecnología,,,,
182,Analista Deportivo y Trading con experiencia en Apuestas Deportivas,,,,
182,Analista Jr de Tesoreria,,,,
182,Analista de ventas,,,,"S/. 1.400,00 (Mensual)"
182,Analista GTH /Generalista,Estudio Jurídico Romero Dec & Asociados SAC,,,
182,Analista de Creditos con Experiencia Abancay,CAJA AREQUIPA,,,
182,Analista de costo Jr,VIRCATEX INTERNATIONAL SOURCING S.A.C,,,
182,Analista de TI,,,,
182,Analista de Geotecnología,,,,
182,Analista de desarrollo de Productos textiles para Chorrillos,GRUPO PROGESTION,,,"S/. 2.500,00 (Mensual)"
182,Analista de Ciclo Efectivo,Grupo AUNA,,,
182,Analista de Desarrollo Tecnológico,Adecco Perú S.A.,,Presencial y remoto,
182,Analista Predictivo,Mantenimiento e Ingenieria Industrial S.R.L.,,,
182,Analista de Geotecnología,,,,
182,Analista de Estudios de Estabilidad,Laboratorios Farmacéuticos Markos S.A.,,,
182,Analista de gobierno de datos,Grupo Educa_d,,Presencial y remoto,
182,Analista de Recaudación Rubro Retail,Manpower,,,
182,Analista de Construcción,M&T Professional Talent,,Presencial y remoto,
182,Analista de Ventas,Grupo Educa_d,,,"S/. 3.000,00 (Mensual)"
182,Analista de Nóminas,je-al enterprises inc sac,,,
182,Analista de Servicios Centrales y Activos Fijos,Financiera Confianza,,,
182,Analista Bilingüe de Datos y Reportes(Sede Miraflores),TP,,Presencial y remoto,
182,Analista de Auditoría,SILSA,,,"S/. 3.500,00 (Mensual)"
182,Analista de compra con licencia A1 / Exp en Logística,ALLIN GROUP JAVIER PRADO SA.,,,
182,Analista de nomina,,,,
182,Analista de TI,ACS SOLUTIONS PERU S.A.,,,"S/. 2.500,00 (Mensual)"
182,Analista SAP HANA PP y PM,Adecco Perú S.A.,,,
182,Analista de ventas,HIROPHONE,,,
182,Analista de Servidores,Atento Perú,,,
182,Analista de Performance,Grupo AUNA,,,"S/. 3.300,00 (Mensual)"
182,Analista de Estilos y Desarrollo,Cotton Knit S.A.C.,,,
182,Analista Bilingüe de Datos y Reportes(Sede Miraflores),TP,,Presencial y remoto,
182,Analista de TI,,,,
182,Analista Estadístico,Mission Produce Perú,,,
182,Analista de planilla,,,,
182,Analista TI,AB Technology S.A.C,,,"S/. 1.500,00 (Mensual)"
182,Analista de Validaciones,,,,
182,Analista de Inteligencia de Datos,RECSA PERÚ,,,
182,Analista de Control de Presupuesto y Adquisiciones,Zeus Energy S.A.C.,,,
182,Analista de Ventas,Grupo Educa_d,,,"S/. 3.000,00 (Mensual)"
182,Analista Integrador de Datos,PROCESSI PERU,,,
182,Analista de Hidrografia,SATELITAL TELECOMUNICACIONES,,,
182,Analista,FACTIO QUALITAS,,,
